url,한글title,영문title,스크린뷰
https://mweb2.lottecard.co.kr/app/LPBNFDA_V300.lc,(not set),혜택>이벤트>이벤트상세,128461
https://mweb2.lottecard.co.kr/spa/cdd/customer-due-diligence-info,(not set),CDD>시작>고객확인의무재이행시작,106681
https://corp.lottecard.co.kr/app/LCMANAA_V100.lc,(not set),app>LCMANAA_V100.lc,98006
https://mweb2.lottecard.co.kr/spa/card/cards/credit/catalog/card-detail,(not set),카드>카드안내/신청>카드상세,88881
https://mweb2.lottecard.co.kr/spa/mydata/service-join/direct-payment,(not set),마이데이터>자산추가>즉시결제 마이데이터 메인,82377
https://mweb2.lottecard.co.kr/app/spa-main.lc,(not set),모빌리티>메인,77634
https://corp.lottecard.co.kr/app/LCACCCA_V302.lc,(not set),app>LCACCCA_V302.lc,46377
(not set),(not set),(not set),39599
https://mweb2.lottecard.co.kr/app/LPBNFDA_V880.lc,(not set),app>LPBNFDA_V880.lc,38866
https://corp.lottecard.co.kr/app/LCMBRAA_V100.lc,(not set),app>LCMBRAA_V100.lc,38572
https://m.lottecard.co.kr/front/card/issuance,(not set),front>card>issuance,37154
https://corp.lottecard.co.kr/app/LCACCCA_V403.lc,(not set),app>LCACCCA_V403.lc,36000
https://corp.lottecard.co.kr/app/LCACCCE_V100.lc,(not set),app>LCACCCE_V100.lc,34015
https://mweb2.lottecard.co.kr/app/LPBNFDA_V850.lc,(not set),(not set),31550
https://mweb2.lottecard.co.kr/app/api/LPMBRAA_V400.lc,(not set),MEMBERS>회원가입,18699
https://mweb2.lottecard.co.kr/app/LPBNFBA_V103.lc,(not set),혜택>포인트/마일리지조회,16391
https://corp.lottecard.co.kr/app/LCACCCD_V100.lc,(not set),app>LCACCCD_V100.lc,16137
https://mweb2.lottecard.co.kr/spa/cdd/customer-due-diligence-cert1,(not set),CDD>인증1>고객확인의무재이행 정보입력 휴대폰 주소,15863
https://corp.lottecard.co.kr/app/LCACCDA_V100.lc,(not set),app>LCACCDA_V100.lc,15198
https://corp.lottecard.co.kr/app/LCMBRAA_V110.lc,(not set),app>LCMBRAA_V110.lc,14201
https://mweb2.lottecard.co.kr/app/LPCSTHA_V110.lc,(not set),고객센터>재발급신청>카드선택,12411
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-info,(not set),카드>신용카드>카드정보,12264
https://mc.lottecard.co.kr/app/LCMANAA_V100.lc,(not set),app>LCMANAA_V100.lc,11932
selly.lottecard.co.kr/login,(not set),(not set),10416
https://corp.lottecard.co.kr/app/LCACCCD_V200.lc,(not set),app>LCACCCD_V200.lc,9506
https://mbt.lottecard.co.kr/app/ticketing/MPTRSBA_V100.lc,(not set),모빌리티>시외버스>배차조회>편도,8782
https://mweb2.lottecard.co.kr/app/LPCSTPT_V230.lc,(not set),app>LPCSTPT_V230.lc,8734
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-phone-cert,(not set),카드>신용카드>본인확인,8499
https://corp.lottecard.co.kr/app/LCPRDEA_V100.lc,(not set),app>LCPRDEA_V100.lc,7941
https://m.lottecard.co.kr/front/card/basic/credit/info/card-find-tab/,(not set),front>card>basic>credit>info>card-find-tab,7804
https://mweb2.lottecard.co.kr/app/OCRAuthCameraViewController,(not set),로카페이>등록>신분증인증>타인명의 로카페이 등록,7482
https://corp.lottecard.co.kr/app/LCACCCA_V303.lc,(not set),app>LCACCCA_V303.lc,7335
https://corp.lottecard.co.kr/app/LCACCCB_V100.lc,(not set),app>LCACCCB_V100.lc,5672
https://mweb2.lottecard.co.kr/app/LPBNFQD_V300.lc,(not set),혜택>국가바우처>이용내역조회,5105
https://m.lottecard.co.kr/front/card/basic/credit/info/lotte-members/,(not set),front>card>basic>credit>info>lotte-members,4460
selly.lottecard.co.kr/salesReport/deposit,(not set),(not set),4225
https://mweb2.lottecard.co.kr/app/IdPasswordInputFragment,(not set),로그인>아이디로그인>정보입력(아이디가있는경우),3951
selly.lottecard.co.kr/event/smallBizOwner/policyFunds,(not set),(not set),3834
selly.lottecard.co.kr/event/linkageSupport,(not set),(not set),3775
https://mweb2.lottecard.co.kr/app/LPBNFBA_V104.lc,(not set),혜택>포인트/마일리지조회,3589
selly.lottecard.co.kr/https:/selly.lottecard.co.kr/event/smallBizOwner/policyFunds,(not set),(not set),3472
https://mc.lottecard.co.kr/app/LCACCCE_V100.lc,(not set),app>LCACCCE_V100.lc,2455
https://mweb2.lottecard.co.kr/app/LPBNFQD_V700.lc,(not set),혜택>국가바우처>이용내역조회,2181
https://mweb2.lottecard.co.kr/spa/mydata/native/assets-connect-1,(not set),마이데이터>자산연결>상세정보 전송요구 동의,1839
https://mweb2.lottecard.co.kr/spa/mydata/native/assets-connect-3,(not set),마이데이터>자산연결>상세정보 전송요구 동의,1770
https://mweb2.lottecard.co.kr/spa/local/lnc-v-dpay,(not set),로컬>점심값반띵>내주변,1692
https://mweb2.lottecard.co.kr/app/CertificationAuthCallFragment,(not set),로그인>인증서로그인>인증서설정,1692
https://mc.lottecard.co.kr/app/LCACCCA_V302.lc,(not set),app>LCACCCA_V302.lc,1350
https://m.lottecard.co.kr/front/card/basic/credit/info/london/,(not set),front>card>basic>credit>info>london,1066
https://m.lottecard.co.kr/front/card/basic/credit/info/likit1.2/,(not set),front>card>basic>credit>info>likit1.2,1066
https://mc.lottecard.co.kr/app/LCACCDA_V100.lc,(not set),app>LCACCDA_V100.lc,998
https://m.lottecard.co.kr/front/card/basic/credit/info/las-vegas/,(not set),front>card>basic>credit>info>las-vegas,890
https://m.lottecard.co.kr/app/LPMCDBA_V000.lc,(not set),app>LPMCDBA_V000.lc,831
https://m.lottecard.co.kr/front/card/basic/credit/info/loca365/,(not set),front>card>basic>credit>info>loca365,802
https://mweb2.lottecard.co.kr/app/LPMBRAA_V250.lc,(not set),MEMBERS>회원가입,734
https://mweb2.lottecard.co.kr/spa/mydata/native/assets-connect-4,(not set),마이데이터>자산연결>연결금융기관 선택,724
https://mcapp.lottecard.co.kr/app/LCACCCB_V100.lc,(not set),app>LCACCCB_V100.lc,645
https://mweb2.lottecard.co.kr/spa/card/cards/common/card-application-timeout,(not set),spa>card>cards>common>card-application-timeout,342
https://mweb2.lottecard.co.kr/app/LPBNFCA_V900.lc,(not set),혜택>TOUCH,293
https://m.lottecard.co.kr/spa/finance/marketing/selfAuth,(not set),spa>finance>marketing>selfAuth,284
https://dars.lottecard.co.kr/front/my/usage-billing/receipt-change/,(not set),front>my>usage-billing>receipt-change,235
http://dtrip.lottecard.co.kr/front/main/,(not set),front>main,225
https://m.lottecard.co.kr/front/finance/car/direct-auto/,(not set),front>finance>car>direct-auto,196
https://dars.lottecard.co.kr/front/my/payments/regular/life-charge/apt/,(not set),front>my>payments>regular>life-charge>apt,196
https://m.lottecard.co.kr/front/card/issuance/card-register/,(not set),front>card>issuance>card-register,166
https://cmweb2.lottecard.co.kr/native/main/MA_1_1_1,(not set),native>main>MA_1_1_1,127
https://m.lottecard.co.kr/app/LPCDAYE_V100.lc,(not set),app>LPCDAYE_V100.lc,108
https://mweb2.lottecard.co.kr/app/LPBNFBD_V410.lc,(not set),혜택>포인트사용_L.POINTCase>납부완료,78
http://dtrip.lottecard.co.kr/front/main,(not set),front>main,78
https://mweb2.lottecard.co.kr/app/LPCVNDC_V300.lc,(not set),생활편의>해외원화승인차단,78
https://mweb2.lottecard.co.kr/spa/mydata/native/assets-connect-2,(not set),마이데이터>자산연결>연결금융기관 선택,68
https://mweb2.lottecard.co.kr/spa/high-involvement/reward/my-reward,(not set),혜택>포인트/마일리지 조회,68
https://m.lottecard.co.kr/front/my/payments/regular/life-charge/phone,(not set),front>my>payments>regular>life-charge>phone,68
https://cmweb2.lottecard.co.kr/app/LoginProgressActivity,(not set),로그인,68
https://mweb2.lottecard.co.kr/app/LPMAIAA_V100.lc,(not set),Main-MW>로그인전,59
https://dars.lottecard.co.kr/front/my/payments/regular/life-charge/apt/apply,(not set),front>my>payments>regular>life-charge>apt>apply,59
https://dars.lottecard.co.kr/front/card/issuance/,(not set),front>card>issuance,59
https://mc.lottecard.co.kr/app/LCACCCD_V100.lc,(not set),app>LCACCCD_V100.lc,59
https://m.lottecard.co.kr/front/finance/car/direct-auto,(not set),front>finance>car>direct-auto,49
https://dars.lottecard.co.kr/front/my/payments/regular/life-charge/phone/,(not set),front>my>payments>regular>life-charge>phone,29
https://cmweb2.lottecard.co.kr/front/benefit/golf-half-thing/,(not set),front>benefit>golf-half-thing,29
https://m.lottecard.co.kr/front/satellite/me/,(not set),front>satellite>me,29
https://mweb2.lottecard.co.kr/spa/my/noti-service/identity-protect,(not set),MY>알림서비스>가입 전,29
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/expenditure/card-useitemization,(not set),모빌리티>메인_마이데이터>지출_내지출>메인,20
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/expenditure/paymoney,(not set),모빌리티>메인_마이데이터>지출_내지출>메인,20
https://cmweb2.lottecard.co.kr/app/PayRequestActivity,(not set),로카페이>결제>타사결제요청>PC/모바일로카페이호출화면,20
https://m.lottecard.co.kr/front/satellite/main/card/,(not set),front>satellite>main>card,20
https://dars.lottecard.co.kr/front/my/payments/weekly/,(not set),front>my>payments>weekly,20
https://dars.lottecard.co.kr/front/my/payments/regular/life-charge/electricity,(not set),front>my>payments>regular>life-charge>electricity,20
https://cmweb2.lottecard.co.kr/app/PermissionActivity,(not set),MAIN>스플래쉬>접근권한안내,10
https://cmweb2.lottecard.co.kr/app/SettingsActivity,(not set),설정,10
https://cmweb2.lottecard.co.kr/app/SimpleNumberAuthActivity,(not set),로카페이>공통>인증>간편번호입력,10
https://m.lottecard.co.kr/app/LPCSTPT_V230.lc,(not set),app>LPCSTPT_V230.lc,10
https://cmweb2.lottecard.co.kr/front/satellite/main/card/,(not set),front>satellite>main>card,10
https://mweb2.lottecard.co.kr/front/benefit/app-tech/locatto/,(not set),front>benefit>app-tech>locatto,10
https://cmweb2.lottecard.co.kr/app/PayRequestCompleteFragment,(not set),로카페이>결제>타사결제요청>결제완료,10
https://dars.lottecard.co.kr/front/my/payments/regular/collection/services,(not set),front>my>payments>regular>collection>services,10
https://dars.lottecard.co.kr/front/my/payments/regular/life-charge/phone,(not set),front>my>payments>regular>life-charge>phone,10
https://mweb2.lottecard.co.kr/app/LPBNFGA_V100.lc,(not set),혜택>혜택리포트,10
https://locashopimage.lottecard.co.kr/main,(not set),main,10
https://m.lottecard.co.kr/front/satellite/finance/,(not set),front>satellite>finance,10
https://m.lottecard.co.kr/front/my/payments/regular/life-charge/phone/,(not set),front>my>payments>regular>life-charge>phone,10
https://dmo3.lottecard.co.kr/spa/card/cards/common/card-application-timeout,(not set),spa>card>cards>common>card-application-timeout,10
https://m.lottecard.co.kr/front/my/payments/regular/collection,(not set),front>my>payments>regular>collection,10
https://mweb2.lottecard.co.kr/app/spa-menu.lc,전체메뉴,app>spa-menu.lc,6924649
https://mweb2.lottecard.co.kr/app/IntroViewController,MAIN>스플래쉬,MAIN>스플래쉬,5682390
https://mweb2.lottecard.co.kr/spa/my/usage-payment,MY>결제예정금액>결제예정금액,spa>my>usage-payment,4712652
https://mweb2.lottecard.co.kr/app/PayRequestActivity,로카페이>결제>타사결제요청>PC/모바일로카페이호출화면,로카페이>결제>타사결제요청>PC/모바일로카페이호출화면,4483897
https://mweb2.lottecard.co.kr/app/SimpleNumberAuthActivity,로카페이>공통>인증>간편번호입력,로카페이>공통>인증>간편번호입력,3321453
https://mweb2.lottecard.co.kr/spa/intergrated-search,통합검색,spa>intergrated-search,3074243
https://mweb2.lottecard.co.kr/app/LPMCDCB_V200.lc,MY>즉시결제>바로출금,app>LPMCDCB_V200.lc,2361759
https://mweb2.lottecard.co.kr/app/PayRequestCompleteFragment,로카페이>결제>타사결제요청>결제완료,로카페이>결제>타사결제요청>결제완료,2273122
https://mweb2.lottecard.co.kr/front/satellite/main/card/,카드>메인,front>satellite>main>card,1754488
https://mweb2.lottecard.co.kr/app/LoginExtendActivity,로그인,로그인,1431571
https://mweb2.lottecard.co.kr/spa/my/usage-history,MY>이용내역(매출전표)>이용내역(매출전표),spa>my>usage-history,1350573
https://mweb2.lottecard.co.kr/app/FingerAuthActivity,로그인>지문로그인>지문센서,로그인>지문로그인>지문센서,1331355
https://mweb2.lottecard.co.kr/spa/my/usage-limit-main,MY>이용한도메인>이용한도메인,spa>my>usage-limit-main,1263129
https://mweb2.lottecard.co.kr/app/LPMCDCB_V100.lc,MY>즉시결제,app>LPMCDCB_V100.lc,1251794
https://mweb2.lottecard.co.kr/app/LocaPayReqViewController,로카페이>결제>타사결제요청>PC/모바일로카페이호출화면,로카페이>결제>타사결제요청>PC/모바일로카페이호출화면,1090483
https://mweb2.lottecard.co.kr/app/LPMCDCB_V210.lc,MY>즉시결제>결제방법선택,app>LPMCDCB_V210.lc,1066893
https://mweb2.lottecard.co.kr/app/LocaCompleteViewController,로카페이>결제>타사결제요청>결제완료,로카페이>결제>타사결제요청>결제완료,1043705
https://mweb2.lottecard.co.kr/app/LoginViewController,로그인>간편번호로그인,로그인>간편번호로그인,992438
https://locashop.lottecard.co.kr/event/detail,띵샵>이벤트>상세,event>detail,992272
https://mweb2.lottecard.co.kr/app/LPMCDCB_V230.lc,MY>즉시결제>즉시결제완료,app>LPMCDCB_V230.lc,943195
https://mweb2.lottecard.co.kr/native/main/MA_1_1_1,메인>간편홈,native>main>MA_1_1_1,870256
https://mweb2.lottecard.co.kr/spa/card-manager,메인>카드매니저>메인-카드매니저,메인>카드매니저>메인-카드매니저,712113
https://locashop.lottecard.co.kr/main,띵샵>메인,main,685805
https://mweb2.lottecard.co.kr/front/benefit/forest-tour/,혜택>쿠팡띵줍박스,front>benefit>forest-tour,680377
https://mweb2.lottecard.co.kr/app/LocaSimpleAuthTranspUIViewController,로카페이>공통>인증>간편번호입력,로카페이>공통>인증>간편번호입력,659731
https://mweb2.lottecard.co.kr/spa/my/usage-billing,MY>이용대금명세서>이용대금명세서,spa>my>usage-billing,645227
https://mweb2.lottecard.co.kr/front/satellite/main/discovery,발견>메인,front>satellite>main>discovery,590792
https://mweb2.lottecard.co.kr/app/LocaTMSMessageViewController,로카알리미>알림함,메인>로카알리미>알림함,496092
https://mweb2.lottecard.co.kr/front/benefit/app-tech/main/,혜택>앱태크>메인,front>benefit>app-tech>main,495681
https://mweb2.lottecard.co.kr/front/satellite/main/discovery/,발견>메인,front>satellite>main>discovery,488131
https://mweb2.lottecard.co.kr/app/LocaPayMainViewController,로카페이>메인,로카페이>메인,463622
https://mweb2.lottecard.co.kr/app/NotiBoxActivity,로카알리미>알림함,메인>로카알리미>알림함,459192
https://mweb2.lottecard.co.kr/front/benefit/coupang-thing/main/,혜택>쿠팡띵줍박스,front>benefit>coupang-thing>main,409822
https://locashop.lottecard.co.kr/event/type,띵샵>이벤트>타입,event>type,367123
https://mweb2.lottecard.co.kr/front/satellite/city-badge/home/main/,시티배지>홈>메인,front>satellite>city-badge>home>main,352707
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/cash-roll,마이데이터>마이캐시굴리기,spa>mydata>personal-data-account>cash-roll,340003
https://mweb2.lottecard.co.kr/spa/benefit/half-landing,혜택>반띵랜딩,spa>benefit>half-landing,330320
https://mweb2.lottecard.co.kr/front/satellite/finance/,금융>메인,front>satellite>finance,325401
https://m.lottecard.co.kr/app/LPMAIAA_V100.lc,Main-MW>로그인전,app>LPMAIAA_V100.lc,318672
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/rewards/attendance,모빌리티>메인_마이데이터>리워드_출석체크>메인,spa>mydata>personal-data-account>rewards>attendance,312658
https://mweb2.lottecard.co.kr/spa/benefit/halfThing,혜택>반띵메인,spa>benefit>halfThing,305763
https://locashop.lottecard.co.kr/search,띵샵>검색,search,297733
https://mbt.lottecard.co.kr/app/stamp/MPSTPAA_V100.lc,모빌리티>스탬프>진행중,app>stamp>MPSTPAA_V100.lc,292237
https://mweb2.lottecard.co.kr/spa/my/installment-payment-apply,MY>분할납부(할부전환)>분할납부신청,spa>my>installment-payment-apply,277518
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/rewards/my-cash,모빌리티>메인_마이데이터>리워드_마이캐시>메인,spa>mydata>personal-data-account>rewards>my-cash,250897
https://mweb2.lottecard.co.kr/app/ZxingQrscanFragment,로카페이>결제>QR스캔>카메라구동,로카페이>결제>QR스캔>카메라구동,227757
https://mweb2.lottecard.co.kr/app/SimpleAuthTransparentViewController,공통>인증>개별인증>생체인증>FaceID인증,공통>인증>개별인증>생체인증>Face ID인증,223425
https://mweb2.lottecard.co.kr/front/satellite/city-badge/home/detail/,시티배지>홈>상세,front>satellite>city-badge>home>detail,198544
https://m.lottecard.co.kr/landing/kakaoLanding01.jsp,기타>카드사용알림랜딩>이용내역(매출전표),landing>kakaoLanding01.jsp,194525
https://mweb2.lottecard.co.kr/spa/my/possession-card-inquiry,MY>보유카드조회>이용가능카드,spa>my>possession-card-inquiry,189273
https://mweb2.lottecard.co.kr/spa/finance/revolving/revolving-info,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정(리볼빙)>이용중,spa>finance>revolving>revolving-info,182182
https://mweb2.lottecard.co.kr/app/v1/LPBNFGA_V100.lc,혜택>혜택리포트,app>v1>LPBNFGA_V100.lc,169263
https://locashop.lottecard.co.kr/display/allmenu,띵샵>전시>전체메뉴,display>allmenu,162701
https://mweb2.lottecard.co.kr/spa/mydata/personal-data-account/half-thing/card-bill,반띵>결제금액>딴카드결제금액반띵,spa>mydata>personal-data-account>half-thing>card-bill,161077
https://mweb2.lottecard.co.kr/app/LPBNFCA_V100.lc,혜택>TOUCH,혜택>TOUCH,156979
https://mweb2.lottecard.co.kr/native/PaymentTypeBarcodeFragment,로카페이>결제>현장결제>바코드_인증후,로카페이>결제>현장결제>바코드_인증후,156285
https://mweb2.lottecard.co.kr/front/finance/loans/long-term,금융>장기카드대출,front>finance>loans>long-term,155854
https://mweb2.lottecard.co.kr/front/finance/loans/long-term/,금융>장기카드대출,front>finance>loans>long-term,150612
https://mweb2.lottecard.co.kr/front/satellite/me/,ME>메인,front>satellite>me,134886
https://locashop.lottecard.co.kr/mypage,띵샵>마이페이지>상담,mypage,130192
https://mweb2.lottecard.co.kr/app/LPBNFDA_V100.lc,혜택>이벤트>전체이벤트,혜택>이벤트>전체이벤트,130045
https://mweb2.lottecard.co.kr/spa/finance/receiptShortTernLoan,금융>단기카드대출>단기카드대출신청,spa>finance>receiptShortTernLoan,122632
https://mweb2.lottecard.co.kr/spa/mydata/service-join/direct-payment-prv,마이데이터>자산추가>상세정보전송요구동의_즉시결제완료후,spa>mydata>service-join>direct-payment-prv,121986
https://locashop.lottecard.co.kr/display/plan-shop/detail,띵샵>전시>기획전>상세,display>plan-shop>detail,120343
https://mweb2.lottecard.co.kr/spa/my/my-info-inq,MY>내정보관리>나의정보조회(정회원),spa>my>my-info-inq,120324
https://mweb2.lottecard.co.kr/native/main/MA_1_1,메인>정회원,native>main>MA_1_2,116754
https://mweb2.lottecard.co.kr/spa/finance/shortTernLoanInfo,금융>단기카드대출>단기카드대출안내,spa>finance>shortTernLoanInfo,115160
https://locashop.lottecard.co.kr/order/sheet/,띵샵>주문,order>sheet,114446
https://mweb2.lottecard.co.kr/app/PermissionActivity,MAIN>스플래쉬>접근권한안내,MAIN>스플래쉬>접근권한안내,112353
https://locashop.lottecard.co.kr/display/shop,띵샵>전시>샵,display>shop,111502
https://mweb2.lottecard.co.kr/spa/mydata/service-join/assets-linkage/bureau-choice,마이데이터>자산연결>연결금융기관선택,spa>mydata>service-join>assets-linkage>bureau-choice,104265
https://mweb2.lottecard.co.kr/spa/finance/revolving/revolving-bf-use,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정>이용안내,spa>finance>revolving>revolving-bf-use,100441
https://mweb2.lottecard.co.kr/spa/finance/receiptShortTernLoan/finish,금융>단기카드대출>단기카드대출신청완료,spa>finance>receiptShortTernLoan>finish,100265
https://m.lottecard.co.kr/spa/my/usage-billing,MY>이용한도메인>이용한도메인,spa>my>usage-billing,100255
https://mweb2.lottecard.co.kr/app/FingerPrintSettingActivity,로그인>지문로그인>지문설정,로그인>지문로그인>지문설정,95033
https://mweb2.lottecard.co.kr/spa/finance/receiptShortTernLoan/receiptInfo,금융>단기카드대출>단기카드대출정보확인,spa>finance>receiptShortTernLoan>receiptInfo,93957
https://mweb2.lottecard.co.kr/native/main/MA_1_2,메인>준회원,native>main>MA_1_2,93419
https://mweb2.lottecard.co.kr/spa/benefit/point,혜택>포인트/마일리지조회,spa>benefit>point,93243
https://mweb2.lottecard.co.kr/spa/my/installment-payment,MY>분할납부(할부전환)>분할납부메인,spa>my>installment-payment,91981
https://mweb2.lottecard.co.kr/app/SettingsActivity,설정,설정,88881
https://locashop.lottecard.co.kr/display/shop/,띵샵>전시>샵,display>shop,87482
https://locashop.lottecard.co.kr/mypage/thing-coin,띵샵>마이페이지>띵코인,mypage>thing-coin,85155
https://mweb2.lottecard.co.kr/front/card/issuance/,카드>카드발급내역,front>card>issuance,83424
https://mweb2.lottecard.co.kr/spa/benefit/plus,혜택>플러스,spa>benefit>plus,77164
