url,한글title,영문title,스크린뷰
https://mweb2.lottecard.co.kr/front/finance/car/direct-auto,금융>다이렉트오토할부,front>finance>car>direct-auto,841
https://m.lottecard.co.kr/app/LPCSTRA_V100.lc,고객센터>공지사항,app>LPCSTRA_V100.lc,831
https://dars.lottecard.co.kr/spa/my/business-special-limit-gate,DARS>MY>입종별특별한도>입종별특별한도,spa>my>business-special-limit-gate,831
https://m.lottecard.co.kr/spa/my/usage-history,MY>이용내역(매출전표)>이용내역(매출전표),spa>my>usage-history,812
https://dars.lottecard.co.kr/spa/finance/revolving/revolving-bf-use,DARS>금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정>이용안내,spa>finance>revolving>revolving-bf-use,802
https://m.lottecard.co.kr/spa/card-card-apl/with-application,카드>신용카드>함께 신청,spa>card-card-apl>with-application,802
https://m.lottecard.co.kr/app/LPBNFCA_V300.lc,혜택>TOUCH>외부제휴사일반형쿠폰상세,app>LPBNFCA_V300.lc,792
https://dars.lottecard.co.kr/spa/finance/receiptShortTernLoan/finish,DARS>금융>단기카드대출>단기카드대출신청완료,spa>finance>receiptShortTernLoan>finish,763
https://dars.lottecard.co.kr/spa/finance/shortTernLoanReceiptList,DARS>금융>단기카드대출>내역조회,spa>finance>shortTernLoanReceiptList,724
https://m.lottecard.co.kr/spa/finance/receiptShortTernLoan/receiptInfo,금융>단기카드대출>단기카드대출정보확인,spa>finance>receiptShortTernLoan>receiptInfo,724
https://m.lottecard.co.kr/app/LPBNFOA_V100.lc,혜택>친구에게카드추천,app>LPBNFOA_V100.lc,714
https://dars.lottecard.co.kr/spa/card/card-issue/card-use-rg,DARS>카드>카드발급/수령>카드정보입력,spa>card>card-issue>card-use-rg,694
https://m.lottecard.co.kr/spa/finance/shortTernLoanReceiptList,금융>단기카드대출>내역조회,spa>finance>shortTernLoanReceiptList,694
https://dars.lottecard.co.kr/spa/card/card-issue/card-use-rg/cert,DARS>카드>카드발급/수령>본인인증(비로그인시),spa>card>card-issue>card-use-rg>cert,655
https://m.lottecard.co.kr/spa/card/card-issue/card-use-rg,카드>카드 발급/수령>카드정보입력,spa>card>card-issue>card-use-rg,655
https://dars.lottecard.co.kr/spa/card/card-issue/issue-state-inq,DARS>카드>카드발급/수령>발급진행상황,spa>card>card-issue>issue-state-inq,587
https://mweb2.lottecard.co.kr/app/SettingIdViewController,로그인>아이디로그인>본인인증,로그인>아이디로그인>정보입력(아이디가있는경우),548
https://m.lottecard.co.kr/front/my/payments/regular/collection/services/,정기결제>전체,front>my>payments>regular>collection>services,518
https://dars.lottecard.co.kr/app/LPBNFBB_V100.lc,DARS>혜택>포인트전환,app>LPBNFBB_V100.lc,499
https://dars.lottecard.co.kr/spa/my/recieve-statment-change,MY>명세서 수령방법 변경>명세서 수령방법 변경,spa>my>recieve-statment-change,489
https://m.lottecard.co.kr/front/my/payments/regular/life-charge/apt,정기결제>생활요금>아파트,front>my>payments>regular>life-charge>apt,479
https://m.lottecard.co.kr/spa/finance/receiptShortTernLoan/finish,금융>단기카드대출>단기카드대출신청완료,spa>finance>receiptShortTernLoan>finish,450
https://m.lottecard.co.kr/app/LPMCDCB_V210.lc,MY>즉시결제>결제방법선택,app>LPMCDCB_V210.lc,411
https://dars.lottecard.co.kr/spa/card-manager,DARS>메인>카드매니저>카드추천,spa>card-manager,411
https://mbt.lottecard.co.kr/app/ticketing/MPTRSBA_V100EB.lc,모빌리티>고속버스>배차조회>편도,app>ticketing>MPTRSBA_V100EB.lc,401
https://dars.lottecard.co.kr/spa/mydata/service-join/assets-linkage/certification-method-choice-reconnect,DARS>마이데이터>자산연결>2차인증방법선택,spa>mydata>service-join>assets-linkage>certification-method-choice-reconnect,391
https://dars.lottecard.co.kr/spa/my/payment-itemization,DARS>MY>이용금액입금내역>이용금액입금내역,spa>my>payment-itemization,381
https://dars.lottecard.co.kr/spa/my/account-change-cert,DARS>MY>결제계좌조회/변경>결제계좌조회/변경공동인증,spa>my>account-change-cert,381
https://dars.lottecard.co.kr/spa/my/split-card-payment-apply,DARS>MY>나누기카드(할부전환)>나누기분할납부신청,spa>my>split-card-payment-apply,352
https://m.lottecard.co.kr/app/LPMCDCB_V100.lc,MY>즉시결제,app>LPMCDCB_V100.lc,342
https://dars.lottecard.co.kr/spa/my/virtual-account,DARS>MY>가상계좌신청.조회>가상계좌신청.조회,spa>my>virtual-account,323
https://m.lottecard.co.kr/app/LPMCDCB_V230.lc,MY>즉시결제,app>LPMCDCB_V230.lc,323
https://dars.lottecard.co.kr/app/LPCSTEA_V100.lc,DARS>고객센터>상담방법안내,app>LPCSTEA_V100.lc,303
https://dars.lottecard.co.kr/spa/my/noti-service,DARS>MY>알림서비스>알림서비스,spa>my>noti-service,284
https://dars.lottecard.co.kr/spa/my/noti-service/card-usage-noti,DARS>MY>일링서비스>이용중,spa>my>noti-service>card-usage-noti,284
https://locashop.lottecard.co.kr/mypage/order/detail,띵샵>마이페이지>주문>목록,mypage>order>detail,284
https://m.lottecard.co.kr/spa/benefit/couponBoxCommon,혜택>쿠폰함_TOUCH,spa>benefit>couponBoxCommon,264
https://dars.lottecard.co.kr/spa/my/traffic-hipass-usage-history,DARS>MY>교동하이패스이용내역>교동하이패스이용내역,spa>my>traffic-hipass-usage-history,264
https://m.lottecard.co.kr/spa/my/usage-limit-home,MY>이용한도>신용카드 이용한도 조회,spa>my>usage-limit-home,264
https://dars.lottecard.co.kr/spa/mydata/personal-data-account/myaccount,모빌리티>메인_마이데이터>계좌_내계좌>메인,spa>mydata>personal-data-account>myaccount,225
https://dars.lottecard.co.kr/app/LPBNFBD_V100.lc,DARS>혜택>포인트사용_L.POINTCase,app>LPBNFBD_V100.lc,225
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-billing-statement,카드>신용카드>이용대금명세서 수신,spa>card>card-apl>card-billing-statement,215
https://m.lottecard.co.kr/app/LPBNFCD_V100.lc,혜택>TOUCH>TOUCH혜택찾기,app>LPBNFCD_V100.lc,215
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-stt-inf,카드>신용카드>결제정보,spa>card>card-apl>card-stt-inf,215
https://m.lottecard.co.kr/app/LPPAYCM_V100.lc,정기결제>폰케어>폰케어_미가입,app>LPPAYCM_V100.lc,215
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-use-notification,카드>신용카드>카드사용내역 알림,spa>card>card-apl>card-use-notification,205
https://dars.lottecard.co.kr/spa/my/noti-setting,MY>알림설정>알림설정,spa>my>noti-setting,205
https://mbt.lottecard.co.kr/app/seatselect/MPCHOAA_V100.lc,모빌리티>시외버스>좌석선택>편도,app>seatselect>MPCHOAA_V100.lc,205
https://m.lottecard.co.kr/front/finance/loans/long-term/apply-completed,금융>장기카드대출>신청완료,front>finance>loans>long-term>apply-completed,196
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-income-type,카드>신용카드>소득유형,spa>card>card-apl>card-income-type,196
https://m.lottecard.co.kr/spa/finance/loan-transfer-index,금융>대환대출>이용안내,spa>finance>loan-transfer-index,196
https://dars.lottecard.co.kr/front/satellite/finance/,DARS>금융,front>satellite>finance,196
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-select-destination,카드>신용카드>배송지선택,spa>card>card-apl>card-select-destination,196
https://m.lottecard.co.kr/front/my/payments/regular/life-charge/apt/apply,정기결제>생활요금>아파트>신청,front>my>payments>regular>life-charge>apt>apply,196
https://dars.lottecard.co.kr/app/LPBNFQD_V100.lc,DARS>혜택>국가바우처,app>LPBNFQD_V100.lc,186
https://dars.lottecard.co.kr/app/LPCSTHA_V300.lc,DARS>고객센터>재발급신청>재발급신청완료,app>LPCSTHA_V300.lc,176
https://dars.lottecard.co.kr/spa/benefit/point,DARS>혜택>포인트/마일리지조회,spa>benefit>point,176
https://m.lottecard.co.kr/spa/card/card-issue/issue-state-inq,카드>카드 발급/수령>발급 진행상황,spa>card>card-issue>issue-state-inq,166
https://dars.lottecard.co.kr/app/LPCSTHA_V200.lc,DARS>고객센터>재발급신청>배송지선택_알림서비스_노출,app>LPCSTHA_V200.lc,166
https://dars.lottecard.co.kr/spa/my/payment-date-change-success,MY>결제일 변경>결제일 변경완료,spa>my>payment-date-change-success,156
https://m.lottecard.co.kr/spa/my/installment-payment-apply,MY>분할납부(할부전환)>분할납부신청,spa>my>installment-payment-apply,147
https://dars.lottecard.co.kr/front/finance/loans/long-term/repayment/apply,DARS>금융>장기카드대출>상환>신청,front>finance>loans>long-term>repayment>apply,147
https://dars.lottecard.co.kr/app/LPBNFBC_V100.lc,DARS>혜택>포인트캐시백,app>LPBNFBC_V100.lc,147
https://m.lottecard.co.kr/app/LPPAYCA_V100.lc,정기결제>안심쇼핑>안심쇼핑_미가입,app>LPPAYCA_V100.lc,147
https://dars.lottecard.co.kr/spa/my/usage-limit-main,DARS>MY>이용한도메인>이용한도메인,spa>my>usage-limit-main,147
https://locashop.lottecard.co.kr/mypage/thing-coin/,띵샵>마이페이지>띵코인,mypage>thing-coin,137
https://mweb2.lottecard.co.kr/front/my/payments/weekly/history/,정기결제>생활요금>위클리>이력,front>my>payments>weekly>history,137
https://cmweb2.lottecard.co.kr/native/main/MA_1_1,메인>정회원,native>main>MA_1_1,127
https://dars.lottecard.co.kr/app/LPCSTFA_V300.lc,DARS>고객센터>분실신고>접수완료,app>LPCSTFA_V300.lc,127
https://dars.lottecard.co.kr/app/LPOPBBA_V101.lc,DARS>오픈뱅킹>서비스가입>오픈뱅킹필수적동의,app>LPOPBBA_V101.lc,127
https://dars.lottecard.co.kr/app/LPOPBBB_V110.lc,DARS>오픈뱅킹>계좌/카드한눈에보기(오픈뱅킹)>내계좌,app>LPOPBBB_V110.lc,127
https://m.lottecard.co.kr/spa/my/noti-service/card-usage-noti,MY>알림서비스>가입 전,spa>my>noti-service>card-usage-noti,117
https://dars.lottecard.co.kr/front/finance/loans/long-term/apply-completed,DARS>금융>장기카드대출>신청완료,front>finance>loans>long-term>apply-completed,117
https://m.lottecard.co.kr/spa/my/traffic-hipass-usage-history,MY>교통 · 하이패스 이용내역>교통 · 하이패스 이용내역,spa>my>traffic-hipass-usage-history,108
https://m.lottecard.co.kr/spa/my/usage-limit-gate,MY>이용한도 게이트페이지>이용한도 게이트페이지,spa>my>usage-limit-gate,108
https://mweb2.lottecard.co.kr/app/LoginActivity,로그인,로그인,108
https://dars.lottecard.co.kr/app/LPBNFBB_V101.lc,DARS>혜택>포인트전환>대상포인트/마일리지로전환,app>LPBNFBB_V101.lc,108
https://m.lottecard.co.kr/app/LPPAYCG_V100.lc,정기결제>드라이빙케어>드라이빙케어_미가입,app>LPPAYCG_V100.lc,108
https://dars.lottecard.co.kr/spa/mydata/main,마이데이터>메인_자산관리,spa>mydata>main,108
https://m.lottecard.co.kr/spa/my/installment-payment,MY>분할납부(할부전환)>분할납부메인,spa>my>installment-payment,108
https://mweb2.lottecard.co.kr/spa/my/usage-limit-up-complete,MY>이용한도상향완료>이용한도상향완료,spa>my>usage-limit-up-complete,98
https://cmweb2.lottecard.co.kr/app/spa-menu.lc,전체메뉴,app>spa-menu.lc,98
https://dars.lottecard.co.kr/app/LPBNFTE_V400.lc,DARS>혜택>롯데계열사플랜할인>플랜할인내역_신청후(1회차),app>LPBNFTE_V400.lc,98
https://dars.lottecard.co.kr/spa/my/business-special-limit-apply,MY>업종별 특별한도>업종별 특별한도 신청,spa>my>business-special-limit-apply,98
https://dars.lottecard.co.kr/spa/my/noti-service/credit-care,MY>알림서비스>이용중,spa>my>noti-service>credit-care,98
https://dars.lottecard.co.kr/spa/my/recieve-statment-change-success,MY>명세서 수령방법 변경>명세서 수령방법 변경완료,spa>my>recieve-statment-change-success,88
https://dars.lottecard.co.kr/spa/my/noti-service/large-payment-noti,MY>알림서비스>이용중,spa>my>noti-service>large-payment-noti,78
https://cmweb2.lottecard.co.kr/spa/intergrated-search,통합검색,spa>intergrated-search,78
https://dars.lottecard.co.kr/app/LPBNFBD_V600.lc,혜택>포인트사용_L.POINTCase>납부할결제대금입력,app>LPBNFBD_V600.lc,78
https://m.lottecard.co.kr/app/LPBNFCA_V120.lc,MEMBERS>MobileWeb로그인>로그인,app>LPBNFCA_V120.lc,78
https://mweb2.lottecard.co.kr/spa/card/card-apl/card-password,카드>카드안내/신청>비밀번호설정,spa>card>card-apl>card-password,78
https://m.lottecard.co.kr/front/my/payments/regular/life-charge/apt/,정기결제>생활요금>아파트,front>my>payments>regular>life-charge>apt,68
https://cmweb2.lottecard.co.kr/spa/benefit/half-landing,혜택>반띵랜딩,spa>benefit>half-landing,68
https://m.lottecard.co.kr/spa/my/noti-service/credit-care,MY>알림서비스>가입 전,spa>my>noti-service>credit-care,68
https://dars.lottecard.co.kr/spa/my/installment-payment-history,MY>분할납부(할부전환)>분할납부신청내역,spa>my>installment-payment-history,68
https://m.lottecard.co.kr/app/LPBNFBB_V100.lc,혜택>포인트전환,app>LPBNFBB_V100.lc,68
https://mweb2.lottecard.co.kr/front/my/payments/weekly,정기결제>생활요금>위클리,front>my>payments>weekly,68
https://m.lottecard.co.kr/app/LPBNFBA_V102.lc,혜택>포인트/마일리지조회,app>LPBNFBA_V102.lc,59
https://dars.lottecard.co.kr/app/LPBNFOA_V100.lc,혜택>친구에게카드추천,app>LPBNFOA_V100.lc,59
https://dars.lottecard.co.kr/front/my/payments/regular/collection/,DARS>MY>정기결제>전체,front>my>payments>regular>collection,59
https://dars.lottecard.co.kr/spa/finance/revolving/revolving-apply-init,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정>약정결제비율설정,spa>finance>revolving>revolving-apply-init,59
https://m.lottecard.co.kr/app/LPPAYBF_V100.lc,정기결제>도시가스>도시가스요금안내_미이용,app>LPPAYBF_V100.lc,59
https://cmweb2.lottecard.co.kr/app/LoginExtendActivity,로그인,로그인,59
https://m.lottecard.co.kr/spa/my/card-resign,MY>카드해지신청>카드해지신청게이트페이지,spa>my>card-resign,49
https://dars.lottecard.co.kr/front/card/basic/credit/info/likit1.2/,DARS>카드>카드안내>Likit1.2,front>card>basic>credit>info>likit1.2,49
https://m.lottecard.co.kr/app/LPPAYCL_V100.lc,정기결제>안심플러스>안심플러스_미가입,app>LPPAYCL_V100.lc,49
https://dars.lottecard.co.kr/spa/my/split-card-payment,MY>나누기카드(할부전환)>나누기카드메인,spa>my>split-card-payment,49
https://m.lottecard.co.kr/app/LPBNFQD_V100.lc,혜택>국가바우처,app>LPBNFQD_V100.lc,49
https://m.lottecard.co.kr/spa/my/noti-setting/marketing,MY>알림설정>마케팅정보 수신 동의 및 동의 철회,spa>my>noti-setting>marketing,49
https://m.lottecard.co.kr/spa/my/recieve-statment-change,MY>명세서 수령방법 변경>명세서 수령방법 변경,spa>my>recieve-statment-change,49
https://locashop.lottecard.co.kr/order/complete,띵샵>주문,order>complete,39
https://dars.lottecard.co.kr/spa/my/usage-limit-up,MY>이용한도 상향>이용한도 상향,spa>my>usage-limit-up,39
https://m.lottecard.co.kr/app/LPMCDCB_V500.lc,MY>즉시결제>즉시결제처리내역조회,app>LPMCDCB_V500.lc,39
https://dars.lottecard.co.kr/app/LPBNFTA_V100.lc,DARS>혜택>플랜할인프로모션>롯데카드플랜할인_신청전,app>LPBNFTA_V100.lc,39
https://dars.lottecard.co.kr/spa/benefit/finance-half-thing,혜택>금융이자반띵메인,spa>benefit>finance-half-thing,39
https://m.lottecard.co.kr/app/LPBNFTB_V100.lc,혜택>롯데카드플랜할인>플랜할인내역_신청후(1회차),app>LPBNFTB_V100.lc,39
https://mweb2.lottecard.co.kr/spa/cdd/customer-due-diligence-cert3,CDD>인증3>고객확인의무재이행정보입력직업신분증,spa>cdd>customer-due-diligence-cert3,39
https://mweb2.lottecard.co.kr/spa/cdd/customer-due-diligence-cert2,CDD>인증2>고객확인의무재이행 정보입력 직업 거래목적,spa>cdd>customer-due-diligence-cert2,39
https://dars.lottecard.co.kr/spa/my/noti-setting/psnl-credit,MY>알림설정>개인/신용 정보수집 이용제공 동의 및 동의 철회,spa>my>noti-setting>psnl-credit,29
https://dars.lottecard.co.kr/app/LPPAYBF_V100.lc,정기결제>도시가스>도시가스요금안내_미이용,app>LPPAYBF_V100.lc,29
https://dars.lottecard.co.kr/spa/card/cards/credit/catalog/card-detail,DARS>결제매니저>결제금액설정>메인페이지,spa>card>cards>credit>catalog>card-detail,29
https://dars.lottecard.co.kr/spa/card/gift-card,카드>선불카드>상품권/기프트카드,spa>card>gift-card,29
https://dars.lottecard.co.kr/app/LPBNFBD_V610.lc,혜택>포인트사용_L.POINTCase>납부완료,app>LPBNFBD_V610.lc,29
https://m.lottecard.co.kr/spa/card/cards/credit/catalog/card-detail,카드>신용카드>카드정보,spa>card>cards>credit>catalog>card-detail,29
https://dars.lottecard.co.kr/spa/mydata/service-join/assets-linkage,DARS>마이데이터>자산연결>서비스약관동의,spa>mydata>service-join>assets-linkage,29
https://dars.lottecard.co.kr/spa/card/card-apl/card-ineligible,카드>카드안내/신청>부적격,spa>card>card-apl>card-ineligible,29
https://dars.lottecard.co.kr/app/LPCSTFA_V200.lc,DARS>고객센터>분실신고>분실카드선택,app>LPCSTFA_V200.lc,29
https://mweb2.lottecard.co.kr/app/LPPAYBF_V500.lc,정기결제>도시가스요금>도시가스요금안내_이용중,app>LPPAYBF_V500.lc,29
https://dars.lottecard.co.kr/app/LPOPBBB_V200.lc,DARS>오픈뱅킹>계좌/카드한눈에보기(오픈뱅킹)>내계좌>입출금내역,app>LPOPBBB_V200.lc,29
https://m.lottecard.co.kr/spa/mydata/service-join/direct-payment-mydata-join,마이데이터>자산추가>이용약관동의,spa>mydata>service-join>direct-payment-mydata-join,29
https://m.lottecard.co.kr/app/LPBNFQD_V300.lc,혜택>국가바우처>이용내역조회,app>LPBNFQD_V300.lc,29
https://dars.lottecard.co.kr/spa/mydata/service-join/assets-linkage/bureau-choice,마이데이터>자산연결>연결금융기관 선택,spa>mydata>service-join>assets-linkage>bureau-choice,29
https://m.lottecard.co.kr/app/LPPAYCA_V300.lc,MEMBERS>MobileWeb로그인>로그인,app>LPPAYCA_V300.lc,20
https://dars.lottecard.co.kr/app/LPOPBBB_V100.lc,DARS>오픈뱅킹>계좌&middot;카드,app>LPOPBBB_V100.lc,20
https://m.lottecard.co.kr/spa/my/installment-payment-history,MY>분할납부(할부전환)>분할납부신청내역,spa>my>installment-payment-history,20
https://m.lottecard.co.kr/app/LPBNFBB_V101.lc,혜택>포인트전환>대상포인트/마일리지로전환,app>LPBNFBB_V101.lc,20
https://mweb2.lottecard.co.kr/app/LPCSTGA_V110.lc,고객센터>분실신고해제>분실신고내역,app>LPCSTGA_V110.lc,20
https://dars.lottecard.co.kr/app/LPCVNDB_V100.lc,생활편의>해외이용안심설정,app>LPCVNDB_V100.lc,20
https://dars.lottecard.co.kr/app/LPCSTBA_V200.lc,고객센터>이메일상담,app>LPCSTBA_V200.lc,20
https://dars.lottecard.co.kr/spa/my/noti-setting/marketing,MY>알림설정>마케팅정보 수신 동의 및 동의 철회,spa>my>noti-setting>marketing,20
https://dars.lottecard.co.kr/app/LPCSTHA_V110.lc,DARS>고객센터>재발급신청>카드선택,app>LPCSTHA_V110.lc,20
https://m.lottecard.co.kr/spa/finance/revolving/revolving-apply-init,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정>약정결제비율설정,spa>finance>revolving>revolving-apply-init,20
https://mweb2.lottecard.co.kr/app/ARSAuthViewController,로카페이>등록>ARS인증,로카페이>등록>ARS인증>연결중안내,20
https://cmweb2.lottecard.co.kr/spa/local/lnc-v-dpay-dtl,로컬>점심값반띵>내주변,spa>local>lnc-v-dpay-dtl,10
https://dars.lottecard.co.kr/spa/finance/revolving/revolving-resign,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정 > 해지정보 확인,spa>finance>revolving>revolving-resign,10
https://m.lottecard.co.kr/app/LPCSTFA_V300.lc,고객센터>분실신고>접수완료,app>LPCSTFA_V300.lc,10
https://dars.lottecard.co.kr/spa/my/noti-service/credit-care-plus,MY>알림서비스>가입 전,spa>my>noti-service>credit-care-plus,10
https://cmweb2.lottecard.co.kr/spa/benefit/couponBoxCommon,혜택>쿠폰함_롯데백화점,spa>benefit>couponBoxCommon,10
https://mweb2.lottecard.co.kr/app/PaymentTypeBarcodeFragment,로카페이>결제>현장결제>바코드_인증후,로카페이>결제>바코드결제>바코드_인증후,10
https://m.lottecard.co.kr/spa/my/recieve-statment-change-success,MY>명세서 수령방법 변경>명세서 수령방법 변경완료,spa>my>recieve-statment-change-success,10
https://dars.lottecard.co.kr/spa/card/card-apl/card-prv-all,카드>신용카드>신분증인증 - 직접입력,spa>card>card-apl>card-prv-all,10
https://dars.lottecard.co.kr/app/LPCSTGA_V110.lc,DARS>고객센터>분실신고해제>분실신고내역,app>LPCSTGA_V110.lc,10
https://m.lottecard.co.kr/spa/my/noti-service/large-payment-noti,MY>알림서비스>가입 전,spa>my>noti-service>large-payment-noti,10
https://m.lottecard.co.kr/spa/my/noti-service/credit-care-plus,MY>알림서비스>가입 전,spa>my>noti-service>credit-care-plus,10
https://m.lottecard.co.kr/spa/mydata/personal-data-account/myaccount,모빌리티>메인_마이데이터>계좌_내계좌>메인,spa>mydata>personal-data-account>myaccount,10
https://dars.lottecard.co.kr/app/LPOPBBA_V100.lc,오픈뱅킹>서비스가입>오픈뱅킹계좌&middot;카드,app>LPOPBBA_V100.lc,10
https://m.lottecard.co.kr/spa/my/card-password-change,"MY>카드 비밀번호 등록,변경>카드 비밀번호 등록,변경 정보입력",spa>my>card-password-change,10
https://m.lottecard.co.kr/spa/my/account-change-cert,MY>결제계좌 조회/변경>결제계좌 조회/변경 공동인증,spa>my>account-change-cert,10
https://m.lottecard.co.kr/spa/my/account-change,MY>결제계좌 조회/변경>결제계좌 조회/변경,spa>my>account-change,10
https://dars.lottecard.co.kr/app/LPCVNDC_V100.lc,생활편의>해외원화승인차단,app>LPCVNDC_V100.lc,10
https://m.lottecard.co.kr/spa/finance/revolving/revolving-resign,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정 > 해지정보 확인,spa>finance>revolving>revolving-resign,10
https://m.lottecard.co.kr/spa/finance/revolving/revolving-info,금융>일부결제금액이월약정(리볼빙)>일부결제금액이월약정(리볼빙)>이용중,spa>finance>revolving>revolving-info,10
https://m.lottecard.co.kr/app/LPBNFBC_V100.lc,혜택>포인트캐시백,app>LPBNFBC_V100.lc,10
https://m.lottecard.co.kr/app/LPBNFBD_V600.lc,혜택>포인트사용_L.POINTCase>납부할결제대금입력,app>LPBNFBD_V600.lc,10
https://m.lottecard.co.kr/app/LPBNFBD_V610.lc,혜택>포인트사용_L.POINTCase>납부완료,app>LPBNFBD_V610.lc,10
https://m.lottecard.co.kr/spa/my/split-card-payment-apply,MY>나누기카드(할부전환)>나누기분할납부신청,spa>my>split-card-payment-apply,10
https://dars.lottecard.co.kr/spa/card/card-apl/card-info-modify,카드>신용카드>부가서비스신청,spa>card>card-apl>card-info-modify,10
https://mweb2.lottecard.co.kr/spa/my/usage-limit-home,MY>이용한도>신용카드 이용한도 조회,spa>my>usage-limit-home,10
https://m.lottecard.co.kr/spa/my/noti-service,MY>알림서비스>알림서비스,spa>my>noti-service,10
